cluster,outlier_count,total,outlier_pct,mean_dist
0,0,108,0.0,0.0832
1,0,135,0.0,0.0555
2,0,125,0.0,0.0634
3,0,134,0.0,0.0621
ALL,0,502,0.0,0.0
