cluster,outlier_count,total,outlier_pct,mean_dist
0,0,96,0.0,0.1793
1,0,135,0.0,0.1369
2,0,137,0.0,0.1573
3,0,134,0.0,0.1639
ALL,0,502,0.0,0.0
