cluster,outlier_count,total,outlier_pct,mean_dist
0,0,91,0.0,0.1703
1,0,143,0.0,0.1325
2,0,139,0.0,0.1539
3,0,129,0.0,0.1534
ALL,0,502,0.0,0.0
