id_kabupaten,nama_kabupaten,PC1,PC2
IDN.1.2_1,AcehBarat,0.06564929997400881,-0.11994104206610677
IDN.1.1_1,AcehBaratDaya,-0.0150116605494921,-0.001354926237609369
IDN.1.3_1,AcehBesar,0.04309486171405241,-0.056498092335041564
IDN.1.4_1,AcehJaya,0.12908851541548538,-0.0629904930915037
IDN.1.5_1,AcehSelatan,0.01852063704057627,-0.08675585581760407
IDN.1.6_1,AcehSingkil,0.013010502915292044,-0.022810426614902665
IDN.1.7_1,AcehTamiang,-0.11256924174311922,0.02253813471476431
IDN.1.8_1,AcehTengah,0.042061883739088146,-0.1960158939356217
IDN.1.9_1,AcehTenggara,0.012490700629619322,-0.028307361128226766
IDN.1.10_1,AcehTimur,-0.0316100294888082,-0.08104069161971668
IDN.1.11_1,AcehUtara,-0.056034807780386275,-0.017380699219045406
IDN.1.12_1,BandaAceh,-0.14767767617507965,0.02756142358334349
IDN.1.13_1,BenerMeriah,-0.040292090078378084,-0.12105664332750592
IDN.1.14_1,Bireuen,0.0001588794495829271,-0.03375875444145267
IDN.1.15_1,GayoLues,0.03673096100283313,-0.07856118672640698
IDN.1.16_1,Langsa,-0.051882176590970164,0.021002458796515452
IDN.1.17_1,Lhokseumawe,-0.1068225598525645,0.03797655814822009
IDN.1.18_1,NaganRaya,0.046812907286667094,-0.0788919611724349
IDN.1.20_1,Pidie,0.052889022626216975,-0.1512896723967065
IDN.1.19_1,PidieJaya,0.06392288321343109,-0.16282919745765412
IDN.1.21_1,Sabang,-0.16067703273043987,0.0002844636789387095
IDN.1.22_1,Simeulue,0.1475888161620741,-0.24185223082035928
IDN.1.23_1,Subulussalam,0.138901818974543,-0.11610319368775777
IDN.2.1_1,Badung,-0.17738195371478627,0.08385405457259035
IDN.2.2_1,Bangli,-0.05070551510181154,-0.029915878366240864
IDN.2.3_1,Buleleng,0.034299374588759646,-0.10122172818794208
IDN.2.4_1,Denpasar,-0.1748960714235409,0.08676724538610267
IDN.2.5_1,Gianyar,0.050088362828664246,0.02876453432914123
IDN.2.6_1,Jembrana,-0.06329145700144068,0.007807604671680478
IDN.2.7_1,Karangasem,-0.010230619171078592,-0.19723434126980866
IDN.2.8_1,Klungkung,-0.09519551531219095,0.0668692276316489
IDN.2.9_1,Tabanan,-0.062020539760865856,-0.012533684964619901
