cluster,outlier_count,total,outlier_pct,mean_dist
0,0,43,0.0,0.0585
1,0,162,0.0,0.1848
2,0,127,0.0,0.1696
3,0,170,0.0,0.152
ALL,0,502,0.0,0.0
