cluster_label,risk_score,risk_level,count
0,0.060570459081836336,Sangat Rendah,50
1,0.24077267999212845,Rendah,71
2,0.24594506638896121,Sedang,138
3,0.32667891489747786,Tinggi,110
4,0.4827837557966775,Sangat Tinggi,133
