cluster,outlier_count,total,outlier_pct,mean_dist
0,0,34,0.0,0.0077
1,0,71,0.0,0.1483
2,0,128,0.0,0.1493
3,0,112,0.0,0.1453
4,0,157,0.0,0.1358
ALL,0,502,0.0,0.0
