cluster,outlier_count,total,outlier_pct,mean_dist
0,33,33,100.0,0.0
1,33,47,70.21,0.4574
2,4,176,2.27,0.4512
3,12,114,10.53,0.4739
4,15,132,11.36,0.5918
ALL,97,502,19.32,0.0
