cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,67,0.0,0.0625
2,0,146,0.0,0.0616
3,0,103,0.0,0.058
4,0,153,0.0,0.0564
ALL,0,502,0.0,0.0
