feature,count,mean,std,min,25%,50%,75%,max
frekuensi_gempa,469.0,262.27718550106607,559.236468121967,1.0,9.0,37.0,254.0,4898.0
depth_mean,469.0,69.24362331166739,78.18002764443486,7.5,23.168,42.00615384615384,89.83269961977186,750.0
mag_max,469.0,5.44602004049467,1.0339482535211266,2.074574023,4.832723487,5.574165047,6.178617677,7.902198116
mag_mean,469.0,3.706502297191898,0.8358230251330101,1.8284541902380953,3.132111817,3.5212875196666666,4.1029399820301204,6.1828151835
