id_kabupaten,nama_kabupaten,frekuensi_gempa,depth_mean,mag_max,mag_mean,korban_total,rumah_rusak_total,fasum_rusak_total,cluster_label,risk_score,risk_level,PC1,PC2
IDN.4.4_1,Lebak,0.06292749658002736,0.12255175472480935,0.6765729209161225,0.551885749603382,0.00041727519298977677,0.009604253600753803,0.008914728682170543,0,0.32713905858471043,Tinggi,-0.12393115199110816,-0.010826060264964243
IDN.4.5_1,Pandeglang,0.030551755585955312,0.115203842583725,0.6457109851078808,0.5734818924471283,0.0007823909868558314,0.024962982904832412,0.03701550387596899,0,0.32713905858471043,Tinggi,-0.12274177723030999,-0.013297565715435833
IDN.4.6_1,Serang,0.005471956224350205,0.23659098387627508,0.6242393328524846,0.6015772290011455,0.0,0.00030959752321981426,0.0003875968992248062,0,0.32713905858471043,Tinggi,-0.037869263274593445,0.09012856235245503
IDN.4.8_1,Tangerang,0.001823985408116735,0.4318854886475814,0.5011602460309665,0.5834364324506962,0.0,2.019114281868354e-05,0.0,0,0.32713905858471043,Tinggi,0.1725006703820575,0.16986879916945563
IDN.4.7_1,TangerangSelatan,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0.0017032857344437438,Rendah,1.1141971613309207,0.011953058692627305
IDN.5.4_1,Bengkulu,0.00045599635202918376,0.10365251727541953,0.4361167323838835,0.5743845821870764,0.0007823909868558314,0.10245658904293983,0.016472868217054265,1,0.29140905136714823,Sedang,-0.021662488676569558,-0.0854919664761018
IDN.5.1_1,BengkuluSelatan,0.011855905152758778,0.16106006530488268,0.7049185710392787,0.5963809836360978,0.0,0.0007739938080495357,0.0005813953488372093,0,0.32713905858471043,Tinggi,-0.13077670993557045,0.05973070470996089
IDN.5.2_1,BengkuluTengah,0.010487916096671226,0.08785784797630798,0.5796236568311317,0.5810193164050613,0.0,8.749495221429533e-05,0.0,0,0.32713905858471043,Tinggi,-0.10955544134340212,-0.031421096579856034
IDN.5.3_1,BengkuluUtara,0.044231646146830825,0.11258790364437567,0.6573081170267131,0.6107674412266312,0.001669100771959107,0.22169201776820568,0.15368217054263567,0,0.32713905858471043,Tinggi,-0.1532760317666404,-0.042990946836533483
IDN.5.5_1,Kaur,0.01459188326493388,0.10241855873642644,0.625658121376313,0.566788978042789,5.2159399123722096e-05,9.422533315385651e-05,0.0001937984496124031,0,0.32713905858471043,Tinggi,-0.11659733705275,-0.019275273175994312
IDN.5.6_1,Kepahiang,0.005471956224350205,0.05215531424810792,0.6368966029603401,0.5664899451572933,0.0,0.0029479068515277963,0.06802325581395349,0,0.32713905858471043,Tinggi,-0.15829420602780486,-0.05847379558975474
IDN.5.7_1,Lebong,0.0168718650250798,0.04186120967957098,0.5659187570791601,0.5315186441269869,0.00010431879824744419,0.0018710459011980077,0.003682170542635659,1,0.29140905136714823,Sedang,-0.11126453934982083,-0.0988577472605926
IDN.5.8_1,Mukomuko,0.03511171910624715,0.09029371418315149,0.8596301054824124,0.5888802011137629,0.00036511579386605466,0.07239870776685961,0.10891472868217054,0,0.32713905858471043,Tinggi,-0.2608747260913957,0.019591291849487158
IDN.5.9_1,RejangLebong,0.018695850433196534,0.0541015577974141,0.5692486123439531,0.542056991314213,0.0,0.0,0.004651162790697674,1,0.29140905136714823,Sedang,-0.10952424986881404,-0.0831725345762171
