cluster,outlier_count,total,outlier_pct,mean_dist
0,33,33,100.0,0.0
1,34,40,85.0,0.2969
2,16,341,4.69,0.2248
3,14,88,15.91,0.3519
ALL,97,502,19.32,0.0
