id_kabupaten,nama_kabupaten,frekuensi_gempa,seismic_density,mag_p95,mag_std,b_value,depth_std,depth_skew,shallow_ratio,event_concentration,centroid_lat,centroid_lon,cluster_label,risk_score,risk_level,PC1,PC2
IDN.1.23_1,Subulussalam,0.0036749693752552064,0.0006013399054956607,0.6225356483875812,0.7053561399420716,0.030496034097150664,0.05204825053039061,0.09816191946169939,0.7222222222222222,0.05555555555555555,0.8120448216607825,0.6956533985478057,1,0.35717696212353406,Tinggi,0.021455900796715,-0.17743328953861331
IDN.2.1_1,Badung,0.08779093507554105,0.04090542182394237,0.6883718838882511,0.44617639349841887,0.011554514424928403,0.10652278352443133,0.3833806566158675,0.8697674418604651,0.0069767441860465115,0.06602562548962743,0.8179371378421046,2,0.34662297755864696,Sedang,0.28267902168407577,-0.03801544804144255
IDN.2.2_1,Bangli,0.008779093507554105,0.0031120588416612745,0.6221004746309621,0.3989082790182674,0.023839517482458338,0.1600312658543865,0.18911892109981288,0.7906976744186046,0.06976744186046512,0.1439458309625795,0.8197641016760578,2,0.34662297755864696,Sedang,0.13909312100736693,0.012286544990650156
IDN.2.3_1,Buleleng,0.05389955083707636,0.0075732373759075005,0.6454126041308045,0.46400710722777294,0.018671321488243856,0.13336949707337803,0.2725789172093067,0.9242424242424242,0.011363636363636364,0.1529621921054068,0.8171566870652126,2,0.34662297755864696,Sedang,0.2793434688803096,-0.026795755639990163
IDN.2.4_1,Denpasar,0.005104124132298897,0.007525073399401065,0.6455341967120671,0.5515333429853193,0.0146184998106632,0.10524671909164585,0.11566416094469355,0.44,0.04,0.11788785847330263,0.819049694636099,0,0.24442225643687543,Rendah,-0.0492958546564668,-0.1541050500194058
IDN.2.5_1,Gianyar,0.00449162923642303,0.0022713869074703938,0.709469945954155,0.5934707824060941,0.024594194806880017,0.14574026410436475,0.15840190883708635,0.5454545454545454,0.09090909090909091,0.12601709976517583,0.8194180144821743,2,0.34662297755864696,Sedang,0.06436464211088233,-0.11049227192885022
IDN.2.6_1,Jembrana,0.007554103715802368,0.0016436609936689372,0.6311728648391882,0.44740960893179255,0.015650380269818614,0.17105176048894666,0.19104704043650023,0.7567567567567568,0.05405405405405406,0.13945095977841204,0.8147066335130824,2,0.34662297755864696,Sedang,0.13720293565872943,-0.03244981402685358
IDN.2.7_1,Karangasem,0.1365863617803185,0.030013122743113997,0.5708251125998806,0.3586551305282111,0.01434286245866416,0.10095555959484702,0.3084321829659346,0.9521674140508222,0.026905829596412557,0.14350365488134742,0.8208474817438106,1,0.35717696212353406,Tinggi,0.24361359607010113,0.03537385750422359
IDN.2.8_1,Klungkung,0.03042057982850143,0.01780276985791843,0.6821837479248334,0.4921417131480421,0.012389135374604,0.08497850901837593,0.14918892493622313,0.5704697986577181,0.013422818791946308,0.09360240949122822,0.8209291972439505,2,0.34662297755864696,Sedang,0.04703920430299702,-0.11379997705810958
IDN.2.9_1,Tabanan,0.01694569211923234,0.0036645291699316275,0.5545829173412075,0.41955345090076746,0.012181466229554853,0.12150264447741735,0.1348663192504031,0.40963855421686746,0.024096385542168676,0.12920927954381034,0.8172054425155721,0,0.24442225643687543,Rendah,-0.1465523275595344,-0.13138574160033667
IDN.3.4_1,Bangka,0.0030624744793793387,0.00018901039688503038,0.8967117334000125,0.23623939901880595,0.03252866540567327,0.41856181528372377,0.16680938263940162,0.6,0.06666666666666667,0.5570355548679102,0.7568503210173356,2,0.34662297755864696,Sedang,-0.019032723098729054,-0.09186025132715145
IDN.3.1_1,BangkaBarat,0.002041649652919559,0.0001333151881851917,0.8680752464377189,0.5780383902259354,0.017181406966897777,0.11128562059307741,0.1948529157639377,0.8,0.1,0.5392633001402396,0.7488909391726876,2,0.34662297755864696,Sedang,0.20440114004943077,-0.06677576319447645
IDN.3.2_1,BangkaSelatan,0.0008166598611678236,4.2555409968250146e-05,0.7938327777042072,0.12855114365787354,0.1724277235116639,0.20478390596543966,0.19796096638410987,0.75,0.25,0.45488579638106796,0.7585278601104538,2,0.34662297755864696,Sedang,-0.012399735465091766,0.21349116037839214
