feature,count,mean,std,min,25%,50%,75%,max
frekuensi_gempa,450.0,82.10444444444444,200.91967885734974,1.0,5.0,19.0,77.75,2193.0
depth_mean,450.0,65.22964496666513,70.20884303459,7.5,19.67889079147641,41.335907335907336,83.98936170212767,514.0
mag_max,450.0,5.004097996471111,0.9272865141891298,2.074574023,4.501475359,5.060559262,5.6414741505,7.902198116
mag_mean,450.0,3.5839397406308793,0.8277193948090584,1.8284541902380953,3.0368554703830646,3.3693551698000004,3.981614610925166,5.999953564
