cluster,outlier_count,total,outlier_pct,mean_dist
0,0,93,0.0,0.1724
1,0,137,0.0,0.1374
2,0,135,0.0,0.1591
3,0,137,0.0,0.1674
ALL,0,502,0.0,0.0
