cluster,outlier_count,total,outlier_pct,mean_dist
0,0,107,0.0,0.0822
1,0,136,0.0,0.0554
2,0,125,0.0,0.0643
3,0,134,0.0,0.0598
ALL,0,502,0.0,0.0
