cluster,outlier_count,total,outlier_pct,mean_dist
0,0,37,0.0,0.0269
1,0,107,0.0,0.0749
2,0,131,0.0,0.0614
3,0,102,0.0,0.0654
4,0,125,0.0,0.0651
ALL,0,502,0.0,0.0
