cluster,outlier_count,total,outlier_pct,mean_dist
0,0,39,0.0,0.035
1,0,121,0.0,0.1688
2,0,158,0.0,0.1658
3,0,184,0.0,0.1457
ALL,0,502,0.0,0.0
