cluster,outlier_count,total,outlier_pct,mean_dist
0,33,33,100.0,0.0
1,36,49,73.47,0.4955
2,16,118,13.56,0.4548
3,7,217,3.23,0.3901
4,21,85,24.71,0.5028
ALL,113,502,22.51,0.0
