cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,73,0.0,0.1467
2,0,137,0.0,0.1442
3,0,105,0.0,0.1326
4,0,154,0.0,0.1255
ALL,0,502,0.0,0.0
