id_kabupaten,nama_kabupaten,frekuensi_gempa,mag_max,mag_mean,depth_mean,cluster_label,risk_score,risk_level,PC1,PC2
IDN.10.19_1,Kudus,1.0,4.282437535,4.282437535,10.0,0,0.32755760277329876,Sedang,-0.0002907552890093479,-0.11021181624585398
IDN.10.1_1,Banjarnegara,44.0,4.419685039,2.6483200396136364,21.613636363636363,0,0.32755760277329876,Sedang,-0.1601688414319633,0.023646791212311197
IDN.10.20_1,Magelang,5.0,4.130889149,3.0203774236,76.2,0,0.32755760277329876,Sedang,-0.13911071760643068,-0.05408064202445398
IDN.10.21_1,Pati,15.0,5.286002875,3.860561765066667,141.26666666666668,0,0.32755760277329876,Sedang,0.06862759595485135,-0.09206132772889222
IDN.10.22_1,Pekalongan,5.0,3.171766582,2.6987364962,11.4,1,0.14613294364826168,Rendah,-0.27281663655415245,-0.04498647185612589
IDN.10.23_1,Pemalang,8.0,5.543466368,4.042634711875,253.75,0,0.32755760277329876,Sedang,0.12978054056133137,-0.15257658584456374
IDN.10.24_1,Purbalingga,3.0,3.2940839,2.5457681846666667,37.0,1,0.14613294364826168,Rendah,-0.2738563225114625,-0.04040883293172669
IDN.10.25_1,Purworejo,26.0,5.334478719,3.065219335346154,69.84615384615384,0,0.32755760277329876,Sedang,-0.023346376162631688,0.011050924550419602
IDN.10.26_1,Rembang,10.0,5.796768908,4.1761632352,193.5,2,0.4079116697611709,Tinggi,0.1580333399860795,-0.11805837775879757
IDN.10.27_1,Salatiga,2.0,3.443282302,3.1448574575,14.5,1,0.14613294364826168,Rendah,-0.19936133994187155,-0.06758672235331772
IDN.10.28_1,Semarang,35.0,3.808764211,2.937534852857143,22.685714285714287,1,0.14613294364826168,Rendah,-0.18577107650229463,-0.032294533679461876
IDN.10.29_1,Sragen,2.0,4.832723487,3.8698078435000003,120.5,0,0.32755760277329876,Sedang,0.024047150039759102,-0.10721557251428486
IDN.10.2_1,Banyumas,18.0,4.971885325,3.0702818985555553,114.33333333333333,0,0.32755760277329876,Sedang,-0.0494881982264036,-0.03248519033426384
IDN.10.30_1,Sukoharjo,5.0,3.042954216,2.5572887318,61.0,1,0.14613294364826168,Rendah,-0.2920362444229634,-0.06659506720108344
IDN.10.31_1,Surakarta,1.0,2.396542042,2.396542042,177.0,1,0.14613294364826168,Rendah,-0.3508106071972822,-0.14878948948964005
IDN.10.32_1,Tegal,7.0,4.5520213,2.968674801428572,149.14285714285714,0,0.32755760277329876,Sedang,-0.09398039154936788,-0.06605950891791175
IDN.10.33_1,Temanggung,10.0,3.817707984,2.9607574658,35.6,1,0.14613294364826168,Rendah,-0.18089283074851292,-0.04379752598752341
IDN.10.34_1,WadukKedungombo,0.0,0.0,0.0,0.0,1,0.14613294364826168,Rendah,-0.8581945212779137,0.005407658173843699
IDN.10.35_1,Wonogiri,16.0,5.427623123,3.4184786714375,67.3125,0,0.32755760277329876,Sedang,0.02258030693543278,-0.011600544051942756
IDN.10.36_1,Wonosobo,11.0,4.758375995,2.8180436848181816,32.0,0,0.32755760277329876,Sedang,-0.10957519570357077,0.018094652665983618
IDN.10.3_1,Batang,16.0,5.469357966,2.9802794805,51.0,0,0.32755760277329876,Sedang,-0.023155417305640524,0.03312488579201388
IDN.10.4_1,Blora,8.0,5.0423411,3.33403942475,88.0,0,0.32755760277329876,Sedang,-0.019052681134946625,-0.03692647995600279
IDN.10.5_1,Boyolali,9.0,5.304992418,3.083747767888889,34.111111111111114,0,0.32755760277329876,Sedang,-0.030115581376188305,0.024430396207143396
IDN.10.6_1,Brebes,32.0,4.838821324,3.527458431375,95.15625,0,0.32755760277329876,Sedang,-0.015549945663113518,-0.06296646232209549
IDN.10.7_1,Cilacap,495.0,6.235359714,3.5448695772929293,38.13333333333333,2,0.4079116697611709,Tinggi,0.11587531083904978,0.10116492596595592
IDN.10.8_1,Demak,5.0,3.772788797,3.0293319106,59.0,1,0.14613294364826168,Rendah,-0.17407545096964638,-0.06436301172409052
IDN.10.9_1,Grobogan,1.0,3.630599626,3.630599626,11.0,1,0.14613294364826168,Rendah,-0.13046955799332316,-0.09391010618432631
IDN.11.10_1,Kediri,23.0,4.786002333,3.3232756860434782,64.30434782608695,0,0.32755760277329876,Sedang,-0.04743703158026258,-0.03495600062363471
IDN.11.11_1,KotaBlitar,0.0,0.0,0.0,0.0,1,0.14613294364826168,Rendah,-0.8581945212779137,0.005407658173843699
IDN.11.12_1,KotaKediri,2.0,2.616392108,2.4203789694999998,10.0,1,0.14613294364826168,Rendah,-0.3544315531329243,-0.05184824729480387
IDN.11.13_1,KotaMadiun,0.0,0.0,0.0,0.0,1,0.14613294364826168,Rendah,-0.8581945212779137,0.005407658173843699
IDN.11.14_1,KotaMalang,0.0,0.0,0.0,0.0,1,0.14613294364826168,Rendah,-0.8581945212779137,0.005407658173843699
IDN.11.15_1,KotaMojokerto,0.0,0.0,0.0,0.0,1,0.14613294364826168,Rendah,-0.8581945212779137,0.005407658173843699
IDN.11.16_1,KotaPasuruan,1.0,3.1407186,3.1407186,10.0,1,0.14613294364826168,Rendah,-0.22858259749094323,-0.08074361472525926
