cluster,outlier_count,total,outlier_pct,mean_dist
0,33,33,100.0,0.0
1,33,40,82.5,0.2921
2,25,341,7.33,0.2264
3,22,88,25.0,0.3055
ALL,113,502,22.51,0.0
