cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,135,0.0,0.0657
2,0,144,0.0,0.0615
3,0,190,0.0,0.0605
ALL,0,502,0.0,0.0
