cluster,outlier_count,total,outlier_pct,mean_dist
0,0,85,0.0,0.1631
1,0,148,0.0,0.1365
2,0,133,0.0,0.1549
3,0,136,0.0,0.1568
ALL,0,502,0.0,0.0
