cluster,outlier_count,total,outlier_pct,mean_dist
0,0,59,0.0,0.0671
1,0,65,0.0,0.0591
2,0,139,0.0,0.0587
3,0,109,0.0,0.0627
4,0,130,0.0,0.0637
ALL,0,502,0.0,0.0
