cluster,outlier_count,total,outlier_pct,mean_dist
0,0,55,0.0,0.0625
1,0,69,0.0,0.0579
2,0,138,0.0,0.0559
3,0,106,0.0,0.0608
4,0,134,0.0,0.0621
ALL,0,502,0.0,0.0
