cluster_label,risk_score,risk_level,count
0,0.045076919332067575,Sangat Rendah,41
1,0.28410896725068385,Rendah,135
2,0.28615997889278916,Sedang,87
3,0.37284875703139186,Tinggi,110
4,0.5283309350291666,Ekstrem,129
