cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,86,0.0,0.0634
2,0,97,0.0,0.0676
3,0,115,0.0,0.0656
4,0,171,0.0,0.059
ALL,0,502,0.0,0.0
