cluster,outlier_count,total,outlier_pct,mean_dist
0,0,41,0.0,0.0623
1,0,135,0.0,0.1349
2,0,87,0.0,0.1646
3,0,110,0.0,0.1445
4,0,129,0.0,0.1567
ALL,0,502,0.0,0.0
