cluster,outlier_count,total,outlier_pct,mean_dist
0,0,39,0.0,0.0543
1,0,84,0.0,0.1532
2,0,136,0.0,0.1286
3,0,111,0.0,0.1433
4,0,132,0.0,0.1528
ALL,0,502,0.0,0.0
