cluster,outlier_count,total,outlier_pct,mean_dist
0,0,91,0.0,0.1713
1,0,134,0.0,0.1374
2,0,141,0.0,0.1641
3,0,136,0.0,0.17
ALL,0,502,0.0,0.0
