cluster,outlier_count,total,outlier_pct,mean_dist
0,0,35,0.0,0.013
1,0,96,0.0,0.1686
2,0,164,0.0,0.1679
3,0,207,0.0,0.1663
ALL,0,502,0.0,0.0
