cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,149,0.0,0.0702
2,0,130,0.0,0.0657
3,0,56,0.0,0.0566
4,0,134,0.0,0.0596
ALL,0,502,0.0,0.0
