cluster,outlier_count,total,outlier_pct,mean_dist
0,0,84,0.0,0.1627
1,0,147,0.0,0.1336
2,0,139,0.0,0.1542
3,0,132,0.0,0.155
ALL,0,502,0.0,0.0
