cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,134,0.0,0.0691
2,0,150,0.0,0.0641
3,0,185,0.0,0.0574
ALL,0,502,0.0,0.0
