cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,88,0.0,0.0616
2,0,79,0.0,0.063
3,0,128,0.0,0.064
4,0,174,0.0,0.0576
ALL,0,502,0.0,0.0
