cluster,outlier_count,total,outlier_pct,mean_dist
0,0,40,0.0,0.0439
1,0,162,0.0,0.1792
2,0,130,0.0,0.1578
3,0,170,0.0,0.1362
ALL,0,502,0.0,0.0
