cluster,outlier_count,total,outlier_pct,mean_dist
0,0,37,0.0,0.028
1,0,103,0.0,0.0718
2,0,125,0.0,0.0572
3,0,103,0.0,0.0638
4,0,134,0.0,0.0663
ALL,0,502,0.0,0.0
