cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,87,0.0,0.0621
2,0,97,0.0,0.0644
3,0,114,0.0,0.0646
4,0,171,0.0,0.0588
ALL,0,502,0.0,0.0
