id_kabupaten,nama_kabupaten,luas_wilayah_km2,frekuensi_gempa,mag_max,mag_mean,depth_mean,korban_total,rumah_rusak_total,fasum_rusak_total,cluster_label,risk_score,risk_level,PC1,PC2
IDN.4.2_1,KotaSerang,0.0058150591177478315,0.0009119927040583675,0.4876894432951471,0.5967772624914935,0.16926070038910507,0.0,0.0,0.0,2,0.17088705183846617,Sedang,-0.01649993957160667,0.10860969530489833
IDN.4.3_1,KotaTangerang,0.003921512433121129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.789105574038952,0.057682566245383586
IDN.4.4_1,Lebak,0.07500732505079204,0.06292749658002736,0.6765729209161225,0.551885749603382,0.13535498787571193,0.00041727519298977677,0.009604253600753803,0.008914728682170543,2,0.17088705183846617,Sedang,0.08822402444507083,-0.021556357160357142
IDN.4.5_1,Pandeglang,0.06295710686944761,0.030551755585955312,0.6457109851078808,0.5734818924471283,0.12811429235147223,0.0007823909868558314,0.024962982904832412,0.03701550387596899,2,0.17088705183846617,Sedang,0.07753057718997136,-0.015266740931917017
IDN.4.6_1,Serang,0.03295936714558909,0.005471956224350205,0.6242393328524846,0.6015772290011455,0.24773022049286642,0.0,0.00030959752321981426,0.0003875968992248062,2,0.17088705183846617,Sedang,0.09903750945326273,0.10766475216183183
IDN.4.8_1,Tangerang,0.023164399875090596,0.001823985408116735,0.5011602460309665,0.5834364324506962,0.4401750972762646,0.0,2.019114281868354e-05,0.0,2,0.17088705183846617,Sedang,0.03854636777412357,0.28026370638895887
IDN.4.7_1,TangerangSelatan,0.003537217228718937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.004522821814907283,Rendah,-0.7891755375689531,0.05769402518660154
IDN.5.4_1,Bengkulu,0.004024215320215523,0.00045599635202918376,0.4361167323838835,0.5743845821870764,0.11673151750972763,0.0007823909868558314,0.10245658904293983,0.016472868217054265,2,0.17088705183846617,Sedang,-0.07746894499157098,0.04555686782633902
IDN.5.1_1,BengkuluSelatan,0.02748271463465944,0.011855905152758778,0.7049185710392787,0.5963809836360978,0.17330140676444178,0.0,0.0007739938080495357,0.0005813953488372093,2,0.17088705183846617,Sedang,0.13481778120400412,0.024520073799215017
IDN.5.2_1,BengkuluTengah,0.023334506259179953,0.010487916096671226,0.5796236568311317,0.5810193164050613,0.10116731517509728,0.0,8.749495221429533e-05,0.0,2,0.17088705183846617,Sedang,0.025113607755443912,0.0218116605699157
IDN.5.3_1,BengkuluUtara,0.09496504830815036,0.044231646146830825,0.6573081170267131,0.6107674412266312,0.12553652372738577,0.001669100771959107,0.22169201776820568,0.15368217054263567,0,0.23411391050829283,Tinggi,0.11625315130844915,-0.12910053425085105
IDN.5.5_1,Kaur,0.05696483103151361,0.01459188326493388,0.625658121376313,0.566788978042789,0.11551556420233464,5.2159399123722096e-05,9.422533315385651e-05,0.0001937984496124031,2,0.17088705183846617,Sedang,0.05537806167905557,0.00868053992815232
IDN.5.6_1,Kepahiang,0.01570315021899921,0.005471956224350205,0.6368966029603401,0.5664899451572933,0.06598573281452659,0.0,0.0029479068515277963,0.06802325581395349,2,0.17088705183846617,Sedang,0.045484986522106974,-0.04783185290013457
IDN.5.7_1,Lebong,0.037420711919894926,0.0168718650250798,0.5659187570791601,0.5315186441269869,0.055841834051950784,0.00010431879824744419,0.0018710459011980077,0.003682170542635659,2,0.17088705183846617,Sedang,-0.024115796775394105,-0.017564458024318913
IDN.5.8_1,Mukomuko,0.09553460052124303,0.03511171910624715,0.8596301054824124,0.5888802011137629,0.10356763858709384,0.00036511579386605466,0.07239870776685961,0.10891472868217054,0,0.23411391050829283,Tinggi,0.2336812431768095,-0.15260293203560876
IDN.5.9_1,RejangLebong,0.033671933726741196,0.018695850433196534,0.5692486123439531,0.542056991314213,0.06790357786846352,0.0,0.0,0.004651162790697674,2,0.17088705183846617,Sedang,-0.012910993588505115,-0.008643290889467456
IDN.5.10_1,Seluma,0.05509783272852131,0.01823985408116735,0.6737208656184495,0.5606566396169529,0.10496108949416343,0.0,0.0028267599946156952,0.023449612403100777,2,0.17088705183846617,Sedang,0.08134812233638278,-0.027412378451616592
IDN.6.1_1,Boalemo,0.04117363902842102,0.17054263565891473,0.7307240737622631,0.4780946142013203,0.1380802763270147,0.0,4.038228563736708e-05,0.0,2,0.17088705183846617,Sedang,0.07212639549524225,-0.0794296638606949
