cluster_label,risk_score,risk_level,count
4,0.004851914875630412,Rendah,52
3,0.24196986460998735,Rendah,216
0,0.33944886006307706,Sedang,79
2,0.3442996368858833,Tinggi,81
1,0.36243897659512336,Tinggi,74
