cluster,outlier_count,total,outlier_pct,mean_dist
0,0,42,0.0,0.0667
1,0,133,0.0,0.1333
2,0,84,0.0,0.1609
3,0,110,0.0,0.1465
4,0,133,0.0,0.1613
ALL,0,502,0.0,0.0
