cluster,outlier_count,total,outlier_pct,mean_dist
0,0,46,0.0,0.0432
1,0,134,0.0,0.0619
2,0,192,0.0,0.0841
3,0,130,0.0,0.0679
ALL,0,502,0.0,0.0
