cluster,outlier_count,total,outlier_pct,mean_dist
0,0,41,0.0,0.0625
1,0,83,0.0,0.1524
2,0,137,0.0,0.1263
3,0,113,0.0,0.1417
4,0,128,0.0,0.1495
ALL,0,502,0.0,0.0
