cluster_label,risk_score,risk_level,count
0,0.08519418789539566,Sangat Rendah,59
1,0.28625380009212353,Rendah,65
2,0.2943179109407085,Sedang,139
3,0.38298998333608025,Tinggi,109
4,0.522906034085675,Ekstrem,130
