cluster,outlier_count,total,outlier_pct,mean_dist
0,0,34,0.0,0.0068
1,0,57,0.0,0.1401
2,0,138,0.0,0.1659
3,0,114,0.0,0.1559
4,0,159,0.0,0.1478
ALL,0,502,0.0,0.0
