cluster,outlier_count,total,outlier_pct,mean_dist
0,0,34,0.0,0.0073
1,0,69,0.0,0.1462
2,0,128,0.0,0.1557
3,0,110,0.0,0.1578
4,0,161,0.0,0.1487
ALL,0,502,0.0,0.0
