cluster,outlier_count,total,outlier_pct,mean_dist
0,0,33,0.0,0.0
1,0,175,0.0,0.0727
2,0,134,0.0,0.0663
3,0,160,0.0,0.0641
ALL,0,502,0.0,0.0
