id_kabupaten,nama_kabupaten,luas_wilayah_km2,frekuensi_gempa,depth_mean,mag_max,mag_mean
IDN.11.8_1,Jember,3376.235348257239,631.0,29.090332805071316,5.829089345,3.5421873008288434
IDN.11.9_1,Jombang,1139.2198585446272,4.0,55.5,5.417680557,3.39364274275
IDN.12.10_1,Sambas,5802.205382917835,16.0,129.4375,6.727515785,5.6908957405625
IDN.12.11_1,Sanggau,12736.671196284524,14.0,65.42857142857143,6.127376461,5.036224095357142
IDN.12.12_1,Sekadau,5698.7167763826765,1.0,272.0,5.545678816,5.545678816
IDN.12.13_1,Singkawang,451.468586005059,1.0,10.0,5.997383542,5.997383542
IDN.12.14_1,Sintang,22378.27370738599,18.0,200.72222222222223,6.357344464,5.238334669611111
IDN.12.1_1,Bengkayang,5606.424068933831,7.0,142.14285714285714,6.455061929,5.168607596571428
IDN.12.2_1,KapuasHulu,30913.07958179118,33.0,88.93939393939394,6.345354327,5.461869608151515
IDN.12.3_1,KayongUtara,4617.270255763235,12.0,163.33333333333334,6.046969746,5.535841083833334
IDN.12.4_1,Ketapang,29763.77147753029,41.0,82.85365853658537,6.389105118,5.30642432007317
IDN.12.6_1,KubuRaya,8590.863099034776,10.0,207.8,6.07564365,5.5234697412000004
IDN.12.7_1,Landak,8253.920163835228,4.0,12.75,6.280183663,4.11313535
IDN.12.8_1,Melawi,9990.712009282497,4.0,126.75,6.140497954,5.94992454375
IDN.12.9_1,Pontianak,2004.5579110638948,2.0,10.0,6.217739375,6.1828151835
IDN.13.10_1,Tabalong,3676.1952140036983,6.0,13.333333333333334,4.141807499,3.6255697156666664
IDN.13.11_1,TanahBumbu,4882.60804533094,3.0,128.33333333333334,5.757567637,5.543109548333334
IDN.13.12_1,TanahLaut,3871.1016064767073,16.0,71.5,6.570892839,5.3951672765
IDN.13.13_1,Tapin,2189.4984525648642,1.0,10.0,5.994796598,5.994796598
IDN.13.1_1,Balangan,1899.1653288205155,2.0,514.0,5.82021579,5.3780391565
IDN.13.3_1,Banjar,4587.590689672933,4.0,23.25,4.771098561,4.01572048025
IDN.13.5_1,BaritoKuala,2402.7801928107024,3.0,313.3333333333333,6.1958025,5.390997597333334
IDN.13.6_1,HuluSungaiSelatan,1702.719537046749,1.0,109.0,5.215960869,5.215960869
IDN.13.7_1,HuluSungaiTengah,1696.9083320463017,1.0,19.0,4.2383154,4.2383154
IDN.13.8_1,HuluSungaiUtara,934.3991134657871,2.0,303.5,6.214212263,5.4708202485
IDN.13.9_1,KotaBaru,9192.653870158761,23.0,48.69565217391305,6.129315413,5.2288159309130435
IDN.14.10_1,MurungRaya,23908.613661036186,11.0,22.727272727272727,6.167175471,5.571908743000001
IDN.14.11_1,PalangkaRaya,2605.7063778318984,1.0,14.0,4.407199061,4.407199061
IDN.14.12_1,PulangPisau,9744.105974371976,15.0,158.66666666666666,6.4013584,5.4011170842
IDN.14.13_1,Seruyan,16661.65567506864,11.0,173.27272727272728,5.925275213,5.419510074363637
IDN.14.14_1,Sukamara,3292.3780083858023,2.0,72.0,5.999953564,5.885748529000001
IDN.14.1_1,BaritoSelatan,6410.8594602095845,4.0,195.5,5.039248989,4.52850954975
IDN.14.2_1,BaritoTimur,3006.964615644514,1.0,10.0,4.171733129,4.171733129
IDN.14.3_1,BaritoUtara,9922.557121045507,6.0,11.166666666666666,6.304776774,5.113979152
IDN.14.4_1,GunungMas,10109.43512538607,8.0,129.375,6.09757343,5.614593027875
IDN.14.5_1,Kapuas,17311.07144086939,7.0,41.142857142857146,6.292867329,5.701886200714286
IDN.14.6_1,Katingan,19439.117775623567,8.0,184.5,6.020433707,5.0215680585
IDN.14.7_1,KotawaringinBarat,8404.144073422265,8.0,41.375,5.819400851,5.354138564875
IDN.14.8_1,KotawaringinTimur,15719.574323481407,5.0,311.2,5.574165047,5.2588288262
IDN.14.9_1,Lamandau,7336.926002497501,4.0,10.0,5.764152078,5.46410258025
IDN.16.1_1,Batam,1032.551306883496,4.0,10.0,5.869337812,5.4504079587500005
IDN.16.2_1,Bintan,1332.4529953372116,24.0,87.20833333333333,6.077113131,5.541075441916667
IDN.16.3_1,Karimun,917.4101983749059,5.0,163.8,5.558075641,5.034396318000001
IDN.16.4_1,KepulauanAnambas,634.7208469024413,25.0,123.6,6.568594836,5.73230552656
IDN.16.5_1,Lingga,2202.2712434115406,25.0,127.4,6.448621381,5.56525525908
IDN.16.6_1,Natuna,1993.7989768079478,47.0,89.17021276595744,6.75718607,5.756702108829787
IDN.16.7_1,Tanjungpinang,148.62891862606054,1.0,750.0,4.118730371,4.118730371
IDN.17.10_1,Pringsewu,608.8857699670095,6.0,116.5,5.161049,3.7433240501666667
IDN.17.11_1,Tanggamus,2798.853485636118,288.0,31.20486111111111,5.84235102,3.0570280160347223
